Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;Kantonskürzel;E;N
Bretonnières;1329;0;Bretonnières;VD;2526332;1173889
Bretzwil;4207;0;Bretzwil;BL;2615868;1249877
Brienz BE;3855;0;Brienz (BE);BE;2645222;1178832
Brienz/Brinzauls GR;7084;0;Brienz/Brinzauls;GR;2764829;1170877
Brienzersee;9999;2;Brienzersee;BE;2640931;1175395
Brienzwiler;3856;0;Brienzwiler;BE;2651031;1178148
Brig;3900;0;Brig-Glis;VS;2642972;1129605
Brigerbad;3900;3;Brig-Glis;VS;2636824;1127778
Brignon (Nendaz);1996;7;Nendaz;VS;2591255;1115336
Brione (Verzasca);6634;0;Brione (Verzasca);TI;2704145;1128158
Brione sopra Minusio;6645;0;Brione sopra Minusio;TI;2706228;1115611
Brislach;4225;0;Brislach;BL;2608181;1251947
Brissago;6614;0;Brissago;TI;2698325;1108345
Bristen;6475;0;Silenen;UR;2695465;1180627
Brittern;4588;1;Buchegg;SO;2604260;1218885
Brittnau;4805;0;Brittnau;AG;2638019;1234395
Broc;1636;0;Broc;FR;2574014;1161578
Broglio;6693;0;Lavizzara;TI;2694050;1136911
Bronschhofen;9552;0;Wil (SG);SG;2719922;1259912
Brontallo;6692;1;Lavizzara;TI;2691579;1134488
Brot-Dessous;2149;3;Brot-Dessous;NE;2547371;1200746
Brot-Plamboz;2318;0;Brot-Plamboz;NE;2547301;1203362
Bruderholz;4101;0;Binningen;BL;2610804;1264214
Brugg AG;5200;0;Brugg;AG;2657899;1259654
Brunegg;5505;0;Brunegg;AG;2658644;1252560
Brunnadern;9125;0;Neckertal;SG;2727842;1243886
Brunnen;6440;0;Ingenbohl;SZ;2688501;1206130
Brunnenthal;3307;0;Messen;SO;2602366;1214990
Brusino Arsizio;6827;0;Brusino Arsizio;TI;2716419;1087341
Brusio;7743;0;Brusio;GR;2807046;1126556
Bruson;1934;1;Bagnes;VS;2582710;1101548
Bruzella;6837;2;Breggia;TI;2724169;1082466
Brè sopra Lugano;6979;0;Lugano;TI;2720802;1096905
Brügg BE;2555;0;Brügg;BE;2588031;1219564
Brügglen;4582;0;Buchegg;SO;2604316;1221419
Brülisau;9058;0;Rüte;AI;2752787;1240481
Brünig;3860;4;Meiringen;BE;2653167;1178810
Brünisried;1719;0;Brünisried;FR;2587875;1178872
Brüttelen;3237;0;Brüttelen;BE;2577859;1207961
Brütten;8311;0;Brütten;ZH;2693310;1258491
Brüttisellen;8306;0;Wangen-Brüttisellen;ZH;2690317;1253042
Bubendorf;4416;0;Bubendorf;BL;2623013;1255050
Bubikon;8608;0;Bubikon;ZH;2704084;1236513
Buch SH;8263;0;Buch (SH);SH;2700878;1286030
Buch am Irchel;8414;0;Buch am Irchel;ZH;2689313;1267315
Buch b. Frauenfeld;8524;2;Uesslingen-Buch;TG;2705458;1272908
Buch b. Kümmertshausen;8586;10;Birwinken;TG;2735163;1270476
Buch b. Märwil;9562;2;Affeltrangen;TG;2721905;1266471
Buchackern;8586;7;Erlen;TG;2735369;1266819
Buchberg;8454;0;Buchberg;SH;2686588;1272475
Buchberg;8454;0;Buchberg;SH;2683933;1271707
Buchberg;8454;0;Buchberg;SH;2684023;1269801
Buchen BE;3623;3;Horrenbach-Buchen;BE;2620660;1181295
Buchen im Prättigau;7223;0;Luzein;GR;2773893;1201255
Buchillon;1164;0;Buchillon;VD;2521858;1147045
Buchrain;6033;0;Buchrain;LU;2668889;1216371
Buchs AG;5033;0;Buchs (AG);AG;2648681;1248840
Buchs LU;6211;1;Dagmersellen;LU;2645348;1227945
Buchs SG;9470;0;Buchs (SG);SG;2753853;1225779
Buchs ZH;8107;0;Buchs (ZH);ZH;2674953;1256636
Buckten;4446;0;Buckten;BL;2630689;1251244
Buhwil;9215;2;Kradolf-Schönenberg;TG;2730226;1265383
Buix;2925;0;Basse-Allaine;JU;2569079;1258819
Bulle;1630;0;Bulle;FR;2570880;1163295
Bullet;1453;0;Bullet;VD;2532569;1186973
Buochs;6374;0;Buochs;NW;2674295;1202837
Buonas;6343;2;Risch;ZG;2677094;1221457
Bure;2915;0;Bure;JU;2567367;1254537
Burg AG;5736;0;Burg (AG);AG;2655987;1231704
Burg im Leimental;4117;0;Burg im Leimental;BL;2600065;1256143
Burgdorf;3400;0;Burgdorf;BE;2614744;1211895
Burgistein;3664;0;Burgistein;BE;2605097;1182220
Burglauenen;3816;1;Grindelwald;BE;2641305;1165328
Burgäschi;4556;3;Aeschi (SO);SO;2617501;1224623
Bursinel;1195;3;Bursinel;VD;2512816;1143632
Bursins;1183;0;Bursins;VD;2511739;1145288
Burtigny;1268;2;Burtigny;VD;2509409;1146636
Buseno;6542;0;Buseno;GR;2728626;1125960
Bussigny;1030;0;Bussigny;VD;2531932;1156150
Bussigny-sur-Oron;1608;2;Oron;VD;2555861;1157762
Bussnang;9565;0;Bussnang;TG;2723699;1268659
Busswil BE;3292;0;Lyss;BE;2591179;1216628
Busswil TG;8371;0;Sirnach;TG;2718979;1256739
Busswil b. Melchnau;4917;2;Busswil bei Melchnau;BE;2629509;1226199
Bussy FR;1541;0;Bussy (FR);FR;2558090;1187228
Bussy-Chardonney;1136;0;Bussy-Chardonney;VD;2523584;1153580
Bussy-sur-Moudon;1514;0;Bussy-sur-Moudon;VD;2551995;1170806
Buttes;2115;0;Val-de-Travers;NE;2532433;1193541
Buttikon SZ;8863;0;Schübelbach;SZ;2714663;1225694
Buttisholz;6018;0;Buttisholz;LU;2649259;1218371
Buttwil;5632;0;Buttwil;AG;2665690;1235661
Buus;4463;0;Buus;BL;2632399;1261664
Bäch SZ;8806;0;Freienbach;SZ;2698042;1228915
Bächli (Hemberg);9633;2;Hemberg;SG;2732918;1240817
Bänk (Dägerlen);8471;5;Dägerlen;ZH;2698032;1267304
Bärau;3552;0;Langnau im Emmental;BE;2628688;1197994
Bäretswil;8344;0;Bäretswil;ZH;2707099;1243930
Bäriswil BE;3323;0;Bäriswil;BE;2607230;1207386
Bärschwil;4252;0;Bärschwil;SO;2602753;1247611
Bätterkinden;3315;0;Bätterkinden;BE;2607408;1221204
Bätterkinden;3315;0;Bätterkinden;BE;2607090;1220117
Bättwil;4112;1;Bättwil;SO;2605376;1260131
Bévilard;2735;2;Bévilard;BE;2588574;1231647
Bôle;2014;0;Milvignes;NE;2554448;1201852
Böbikon;5334;0;Böbikon;AG;2667510;1267491
Böckten;4461;0;Böckten;BL;2629707;1257254
Bönigen b. Interlaken;3806;0;Bönigen;BE;2635333;1170415
Bösingen;3178;0;Bösingen;FR;2583977;1193698
Böttstein;5315;0;Böttstein;AG;2658732;1267430
Bözberg;5225;1;Bözberg;AG;2653713;1260768
Bözen;5076;0;Bözen;AG;2648941;1260738
Büchslen;3215;2;Murten;FR;2580434;1199457
Büetigen;3263;0;Büetigen;BE;2592603;1217290
Bühl b. Aarberg;3274;2;Bühl;BE;2585410;1213215
Bühler;9055;0;Bühler;AR;2749662;1249094
Bülach;8180;0;Bülach;ZH;2683737;1263740
Bünzen;5624;0;Bünzen;AG;2667146;1240227
Bürchen;3935;0;Bürchen;VS;2628846;1125534
Büren NW;6382;0;Oberdorf (NW);NW;2673377;1199160
Büren SO;4413;0;Büren (SO);SO;2617495;1255162
Büren an der Aare;3294;0;Büren an der Aare;BE;2594892;1220670
Büren zum Hof;3313;0;Fraubrunnen;BE;2605680;1216303
Bürgenstock;6363;2;Ennetbürgen;NW;2671548;1205436
Bürglen OW;6078;2;Lungern;OW;2655417;1184779
Bürglen TG;8575;0;Bürglen (TG);TG;2729361;1268339
Bürglen UR;6463;0;Bürglen (UR);UR;2693765;1192079
Büriswilen;9442;2;Oberegg;AI;2763469;1256043
Büron;6233;0;Büron;LU;2649414;1229516
Büsserach;4227;0;Büsserach;SO;2608165;1248791
Bütschwil;9606;0;Bütschwil-Ganterschwil;SG;2723123;1246626
Büttenhardt;8236;0;Büttenhardt;SH;2690758;1290250
Büttikon AG;5619;0;Büttikon;AG;2662803;1242298
Bützberg;4922;0;Thunstetten;BE;2623171;1229571
Cabbio;6838;2;Breggia;TI;2724809;1084202
Cademario;6936;0;Cademario;TI;2712571;1097837
Cadempino;6814;3;Cadempino;TI;2715774;1099279
Cadenazzo;6593;0;Cadenazzo;TI;2716528;1111975
Cadro;6965;0;Lugano;TI;2720072;1100426
Cagiallo;6955;0;Capriasca;TI;2718797;1102826
Cagiallo;6955;0;Capriasca;TI;2720414;1106099
Cagiallo;6955;0;Capriasca;TI;2721725;1109134
Calfreisen;7027;3;Arosa;GR;2764375;1190181
Calonico;6746;1;Faido;TI;2707754;1145339
Calpiogna;6760;2;Faido;TI;2704940;1149316
Cama;6557;0;Cama;GR;2733701;1125999
Camedo;6659;0;Centovalli;TI;2690373;1112256
Camignolo;6803;0;Monteceneri;TI;2716182;1107149
Camischolas;7187;0;Tujetsch;GR;2701178;1170980
Camorino;6528;0;Camorino;TI;2720686;1113769
Campascio;7748;0;Brusio;GR;2807520;1125091
Campello;6760;3;Faido;TI;2705956;1149330
Camperio;6718;1;Blenio;TI;2712642;1153637
Campo (Blenio);6720;0;Blenio;TI;2714863;1157143
Campo (Vallemaggia);6684;0;Campo (Vallemaggia);TI;2681519;1126948
Campocologno;7744;0;Brusio;GR;2808496;1123800
Campora;6875;3;Castel San Pietro;TI;2723145;1081491
Campsut-Cröt;7446;0;Avers;GR;2756779;1149887
Camuns;7113;0;Lumnezia;GR;2734688;1173902
Caneggio;6837;0;Breggia;TI;2723707;1081364
Canobbio;6952;0;Canobbio;TI;2718388;1099451
Capolago;6825;0;Castel San Pietro;TI;2722548;1087498
Capolago;6825;0;Mendrisio;TI;2719667;1084797
Carabbia;6913;0;Lugano;TI;2716074;1092324
Carabietta;6919;0;Collina d'Oro;TI;2713389;1091745
Carena;6584;0;Sant'Antonio;TI;2727183;1114339
Carona;6914;0;Lugano;TI;2715865;1090256
Carouge GE;1227;0;Carouge (GE);GE;2499698;1115667
Carrera;7122;2;Safiental;GR;2741835;1183676
Carrouge VD;1084;0;Carrouge (VD);VD;2549172;1161718
Cartigny;1236;0;Cartigny;GE;2490227;1114589
Carì;6760;4;Faido;TI;2706161;1150141
Casaccia;7602;0;Bregaglia;GR;2771278;1139895
Casima;6875;2;Castel San Pietro;TI;2724079;1083373
Caslano;6987;0;Caslano;TI;2711686;1091882
Cassina d'Agno;6990;0;Agno;TI;2712576;1094373
Castagnola;6976;0;Lugano;TI;2719277;1095530
Castaneda;6540;0;Castaneda;GR;2730946;1124122
Castasegna;7608;0;Bregaglia;GR;2760120;1133675
Castel San Pietro;6874;0;Castel San Pietro;TI;2722033;1079894
Castelrotto;6980;0;Croglio;TI;2708321;1094446
Castiel;7027;0;Arosa;GR;2765233;1189699
Castione;6532;0;Arbedo-Castione;TI;2723987;1120686
Castrisch;7126;0;Ilanz/Glion;GR;2737206;1182171
Castro;6723;2;Acquarossa;TI;2714270;1147733
Cauco;6546;0;Cauco;GR;2729266;1132922
Caux;1824;0;Montreux;VD;2561566;1142497
Cavagnago;6749;1;Faido;TI;2710916;1141258
Cavardiras;7182;0;Disentis/Mustér;GR;2710566;1174140
Cavergno;6690;0;Cevio;TI;2689956;1133256
Caviano;6578;0;Gambarogno;TI;2702724;1107025
Cavigliano;6654;0;Terre di Pedemonte;TI;2698858;1115636
Cazis;7408;0;Cazis;GR;2752455;1176452
Celerina/Schlarigna;7505;0;Celerina/Schlarigna;GR;2786006;1154092
Cerentino;6683;0;Cerentino;TI;2685435;1128852
Cerniat FR;1654;0;Val-de-Charmey;FR;2578415;1164638
Cerniaz VD;1682;5;Valbroye;VD;2558518;1175255
Cernier;2053;0;Val-de-Ruz;NE;2559427;1212409
Certara;6959;2;Lugano;TI;2725371;1104930
Cevio;6675;0;Cevio;TI;2689586;1130114
Chabrey;1589;0;Vully-les-Lacs;VD;2565178;1197427
Chailly-Montreux;1816;0;Montreux;VD;2558001;1144933
Chalais;3966;0;Chalais;VS;2605087;1123757
Cham;6330;0;Cham;ZG;2676803;1226482
Chamblon;1436;2;Chamblon;VD;2536455;1181157
Chambrelien;2019;2;Rochefort;NE;2552602;1202543
Chamby;1832;0;Montreux;VD;2559622;1144844
Chambésy;1292;0;Pregny-Chambésy;GE;2499820;1121984
Chamoille (Sembrancher);1933;3;Sembrancher;VS;2577859;1101088
Chamoson;1955;0;Chamoson;VS;2583646;1116834
Champ-du-Moulin;2149;0;Brot-Dessous;NE;2549460;1201194
Champagne;1424;0;Champagne;VD;2540452;1186891
Champex-Lac;1938;0;Orsières;VS;2575259;1097287
Champfèr;7512;0;Silvaplana;GR;2782269;1150008
Champlan (Grimisuat);1971;2;Grimisuat;VS;2594870;1121617
Champoussin;1873;2;Val-d'Illiez;VS;2555664;1117702
Champoz;2735;3;Champoz;BE;2589152;1233887
Champsec;1947;5;Bagnes;VS;2584816;1100527
Champtauroz;1537;0;Champtauroz;VD;2550277;1178986
Champvent;1443;0;Champvent;VD;2534063;1181731
Champzabé;3976;2;Chermignon;VS;2604577;1125278
Champéry;1874;0;Champéry;VS;2556109;1114250
Chancy;1284;0;Chancy;GE;2486639;1111974
Chandolin;3961;23;Anniviers;VS;2612077;1122499
Chandolin (Savièse);1965;7;Savièse;VS;2590760;1121928
Chandon;1773;2;Léchelles;FR;2570041;1187672
Chandonne (Liddes);1945;5;Liddes;VS;2579941;1094884
Chanéaz;1409;0;Montanaire;VD;2546806;1175620
Chapelle (Broye);1534;2;Cheiry;FR;2555159;1180045
Chapelle (Glâne);1608;4;Chapelle (Glâne);FR;2553682;1159796
Chapelle-sur-Moudon;1063;0;Montanaire;VD;2546143;1168984
Chardonne;1803;0;Chardonne;VD;2553026;1147463
Charmey (Gruyère);1637;0;Val-de-Charmey;FR;2578870;1163129
Charmoille;2947;0;La Baroche;JU;2582573;1252385
Charrat;1906;0;Charrat;VS;2576126;1108046
Chaumont;2067;0;Neuchâtel;NE;2563349;1208708
Chavannes-de-Bogis;1279;0;Chavannes-de-Bogis;VD;2501744;1133354
Chavannes-des-Bois;1290;2;Chavannes-des-Bois;VD;2499494;1130234
Chavannes-le-Chêne;1464;0;Chavannes-le-Chêne;VD;2549478;1180845
Chavannes-le-Veyron;1148;7;Chavannes-le-Veyron;VD;2524359;1162105
Chavannes-les-Forts;1676;0;Siviriez;FR;2558590;1166867
Chavannes-près-Renens;1022;0;Chavannes-près-Renens;VD;2533850;1154203
Chavannes-sous-Orsonnens;1694;4;Villorsonnens;FR;2565858;1175282
Chavannes-sur-Moudon;1512;0;Chavannes-sur-Moudon;VD;2551757;1167514
Chavornay;1373;0;Chavornay;VD;2533609;1172615
Cheiry;1529;0;Cheiry;FR;2553766;1177750
Chemin;1927;0;Vollèges;VS;2573593;1104304
Chenaux;1091;3;Bourg-en-Lavaux;VD;2545501;1149519
Chermignon;3971;0;Chermignon;VS;2602555;1126230
Chermignon-d'en-Bas;3971;1;Chermignon;VS;2603379;1125546
Chernex;1822;0;Montreux;VD;2559653;1143607
Chesalles-sur-Moudon;1683;2;Chesalles-sur-Moudon;VD;2553654;1169507
Chesalles-sur-Oron;1608;3;Oron;VD;2555152;1158544
Cheseaux-Noréaz;1400;5;Cheseaux-Noréaz;VD;2541828;1181607
Cheseaux-sur-Lausanne;1033;0;Cheseaux-sur-Lausanne;VD;2536109;1159629
Chesières;1885;0;Ollon;VD;2569556;1127837
Chessel;1846;0;Chessel;VD;2558094;1133279
Chevenez;2906;0;Haute-Ajoie;JU;2566979;1249085
Chevilly;1316;0;Chevilly;VD;2526372;1166130
Chevroux;1545;0;Chevroux;VD;2559499;1193076
Chexbres;1071;0;Chexbres;VD;2549232;1148096
Cheyres;1468;0;Cheyres;FR;2550277;1184995
Chez Petit (Liddes);1945;11;Liddes;VS;2579739;1092914
Chez-le-Bart;2025;0;Gorgier;NE;2550258;1194665
Chiasso;6830;0;Chiasso;TI;2723408;1076985
Chiggiogna;6764;0;Faido;TI;2706278;1147186
Chiggiogna;6764;0;Faido;TI;2707096;1144672
Chigny;1134;2;Chigny;VD;2526211;1152540
Chippis;3965;0;Chippis;VS;2607830;1125466
Chironico;6747;0;Faido;TI;2708016;1142272
Choulex;1244;0;Choulex;GE;2506492;1120355
Choëx;1871;0;Monthey;VS;2563159;1121462
Chur;7000;0;Chur;GR;2759706;1190690
Churwalden;7075;0;Churwalden;GR;2760298;1182987
Châbles FR;1474;0;Châbles;FR;2551990;1186310
Château-d'Oex;1660;0;Château-d'Oex;VD;2576251;1146871
Châtel-St-Denis;1618;0;Châtel-Saint-Denis;FR;2558755;1153197
Châtel-sur-Montsalvens;1653;3;Châtel-sur-Montsalvens;FR;2576082;1162531
Châtelaine;1219;12;Vernier;GE;2497508;1118715
Châtelat;2715;1;Châtelat;BE;2581520;1235713
Châtillens;1610;1;Oron;VD;2552335;1157588
Châtillon FR;1473;2;Châtillon (FR);FR;2553388;1187063
Châtillon JU;2843;0;Châtillon (JU);JU;2592910;1241729
Châtonnaye;1553;0;Châtonnaye;FR;2561768;1178224
Chénens;1744;0;Chénens;FR;2566665;1176590
Chéserex;1275;0;Chéserex;VD;2502826;1139602
Chésopelloz;1720;2;Chésopelloz;FR;2572490;1184060
Chézard-St-Martin;2054;0;Val-de-Ruz;NE;2561604;1212953
Chêne-Bougeries;1224;0;Chêne-Bougeries;GE;2503508;1117024
Chêne-Bougeries;1224;0;Thônex;GE;2504908;1118165
Chêne-Bourg;1225;0;Chêne-Bourg;GE;2503756;1116573
Chêne-Pâquier;1464;2;Chêne-Pâquier;VD;2548837;1180236
Cimadera;6959;4;Lugano;TI;2724371;1104159
Cimalmotto;6684;1;Campo (Vallemaggia);TI;2680953;1126313
Cimo;6992;1;Bioggio;TI;2712419;1095546
Cinuos-chel;7526;0;S-chanf;GR;2797655;1168925
Clarens;1815;0;Montreux;VD;2558029;1143556
Clarmont;1127;0;Clarmont;VD;2524196;1155586
Claro;6702;0;Claro;TI;2722138;1124023
Clavaleyres;1595;2;Clavaleyres;BE;2573530;1194319
Clugin;7442;0;Andeer;GR;2752163;1164708
Clèbes (Nendaz);1993;2;Nendaz;VS;2592017;1114919
Coeuve;2932;0;Coeuve;JU;2574178;1256028
Coffrane;2207;0;Val-de-Ruz;NE;2556197;1206738
Coglio;6678;3;Maggia;TI;2696015;1124942
Coinsins;1267;2;Coinsins;VD;2507812;1142068
Cointrin;1216;0;Meyrin;GE;2497498;1120066
Coldrerio;6877;0;Coldrerio;TI;2720184;1079169
Colla;6951;18;Lugano;TI;2724918;1105884
Collex;1239;0;Collex-Bossy;GE;2498412;1125219
Collombey;1868;0;Collombey-Muraz;VS;2562047;1124182
Collonge-Bellerive;1245;0;Collonge-Bellerive;GE;2504797;1123222
Collonges;1903;0;Collonges;VS;2568743;1113431
Cologny;1223;0;Cologny;GE;2502970;1119091
Colombier NE;2013;0;Milvignes;NE;2556118;1201858
Colombier VD;1114;0;Echichens;VD;2526145;1156596
Comano;6949;0;Comano;TI;2717558;1099904
Combremont-le-Grand;1535;0;Valbroye;VD;2552603;1179159
Combremont-le-Petit;1536;0;Valbroye;VD;2551903;1177777
Commugny;1291;0;Commugny;VD;2503093;1130642
Comologno;6663;0;Onsernone;TI;2687808;1117526
Conches;1231;0;Chêne-Bougeries;GE;2502558;1115554
Concise;1426;0;Concise;VD;2545204;1189004
Condémines (Nendaz);1996;3;Nendaz;VS;2585846;1113797
Confignon;1232;0;Confignon;GE;2495426;1114515
Constantine;1587;1;Vully-les-Lacs;VD;2567510;1196500
Conters im Prättigau;7241;0;Conters im Prättigau;GR;2779562;1197223
Conthey;1964;0;Conthey;VS;2589679;1119553
Contone;6594;0;Gambarogno;TI;2714899;1111960
Contra;6646;0;Tenero-Contra;TI;2708152;1116176
Coppet;1296;0;Coppet;VD;2504063;1130149
Corban;2826;0;Corban;JU;2602978;1244139
Corbeyrier;1856;0;Corbeyrier;VD;2563345;1133318
Corbières;1647;0;Corbières;FR;2574167;1167849
Corcelles BE;2747;0;Corcelles (BE);BE;2601652;1237118
Corcelles NE;2035;0;Corcelles-Cormondrèche;NE;2557264;1203991
Corcelles-le-Jorat;1082;0;Corcelles-le-Jorat;VD;2546591;1161929
Corcelles-près-Concise;1426;1;Corcelles-près-Concise;VD;2544234;1188701
Corcelles-près-Payerne;1562;0;Corcelles-près-Payerne;VD;2563575;1186832
Corcelles-sur-Chavornay;1374;0;Corcelles-sur-Chavornay;VD;2535868;1172848
Cordast;1792;0;Gurmels;FR;2578237;1191226
Corgémont;2606;0;Corgémont;BE;2577433;1227076
Corin-de-la-Crête;3960;2;Montana;VS;2604946;1125902
Corippo;6631;0;Corippo;TI;2708166;1121446
Corjolens;1754;2;Avry;FR;2569982;1181682
Cormagens;1782;5;La Sonnaz;FR;2576841;1187074
Corminboeuf;1720;0;Corminboeuf;FR;2574330;1184180
Cormondrèche;2036;0;Corcelles-Cormondrèche;NE;2556716;1203439
Cormoret;2612;0;Cormoret;BE;2570733;1224682
Cormérod;1721;2;Misery-Courtion;FR;2573307;1190558
Cornaux NE;2087;0;Cornaux;NE;2568258;1209741
Cornol;2952;0;Cornol;JU;2579258;1250602
Corpataux-Magnedens;1727;0;Corpataux-Magnedens;FR;2573960;1177059
Correvon;1410;2;Montanaire;VD;2546370;1174094
Corseaux;1802;0;Corseaux;VD;2553469;1146956
Corserey;1747;0;Corserey;FR;2565956;1180359
Corsier GE;1246;0;Corsier (GE);GE;2506522;1124175
Corsier-sur-Vevey;1804;0;Corsier-sur-Vevey;VD;2554150;1146716
Cortaillod;2016;0;Cortaillod;NE;2554903;1199264
Corteglia;6873;0;Castel San Pietro;TI;2720778;1080066
Corticiasca;6958;2;Capriasca;TI;2722032;1105171
Corticiasca;6958;2;Capriasca;TI;2721833;1104340
Cortébert;2607;0;Cortébert;BE;2574842;1226791
Corzoneso;6722;0;Acquarossa;TI;2714917;1144956
Cossonay-Ville;1304;0;Cossonay;VD;2528821;1162973
Cottens FR;1741;0;Cottens (FR);FR;2569005;1177796
Cottens VD;1116;0;Cottens (VD);VD;2524552;1158398
Cotterd;1585;3;Vully-les-Lacs;VD;2568552;1196805
Courcelon;2823;0;Courroux;JU;2596831;1245677
Courchapoix;2825;0;Courchapoix;JU;2600967;1244054
Courchavon;2922;0;Courchavon;JU;2571056;1254530
Courfaivre;2853;0;Haute-Sorne;JU;2587730;1242423
Courgenay;2950;0;Courgenay;JU;2576417;1250299
Courgevaux;1796;0;Courgevaux;FR;2575116;1195188
Courlevon;1795;0;Courlevon;FR;2575036;1193395
Cournillens;1721;5;Misery-Courtion;FR;2574315;1189636
Courrendlin;2830;0;Courrendlin;JU;2595513;1243057
Courroux;2822;0;Courroux;JU;2595224;1246036
Court;2738;0;Court;BE;2592269;1232318
Courtaman;1791;0;Courtepin;FR;2576499;1191121
Courtedoux;2905;0;Courtedoux;JU;2570105;1250952
Courtelary;2608;0;Courtelary;BE;2571999;1225538
Courtemautruy;2950;2;Courgenay;JU;2577358;1249479
Courtemaîche;2923;0;Basse-Allaine;JU;2570363;1256509
Courtepin;1784;0;Courtepin;FR;2576167;1190332
Courtion;1721;4;Misery-Courtion;FR;2571838;1189696
Courtételle;2852;0;Courtételle;JU;2591288;1242933
Cousset;1774;0;Montagny (FR);FR;2564661;1185420
Cousset;1774;0;Montagny (FR);FR;2564342;1186283
Couvet;2108;0;Val-de-Travers;NE;2538607;1197416
Cozzo;6951;20;Lugano;TI;2725534;1106372
Crana;6611;17;Onsernone;TI;2690528;1117578
Crans-Montana;3963;0;Montana;VS;2603315;1129036
Crans-près-Céligny;1299;0;Bogis-Bossey;VD;2503401;1133775
Crans-près-Céligny;1299;0;Crans-près-Céligny;VD;2505155;1134581
Crassier;1263;0;Crassier;VD;2501912;1136676
Cremin;1526;2;Cremin;VD;2554427;1174945
Cresciano;6705;0;Cresciano;TI;2720682;1126688
Cressier FR;1785;0;Cressier (FR);FR;2577261;1194162
Cressier NE;2088;0;Cressier (NE);NE;2569382;1211185
Cresta (Avers);7447;0;Avers;GR;2759371;1148977
Cries (Vollèges);1941;2;Vollèges;VS;2579766;1104464
Crissier;1023;0;Crissier;VD;2534060;1156460
Cronay;1406;0;Cronay;VD;2543291;1178708
Croy;1322;0;Croy;VD;2526425;1171909
Crusch;7554;2;Sent;GR;2822907;1189609
Crémines;2746;0;Crémines;BE;2600235;1237199
Crésuz;1653;2;Crésuz;FR;2577196;1163074
Crête-à-l'Oeil (Les Agettes);1992;3;Les Agettes;VS;2594815;1117838
Cuarnens;1148;4;Cuarnens;VD;2523393;1164270
Cuarny;1404;0;Cuarny;VD;2542727;1180152
Cudrefin;1588;0;Cudrefin;VD;2568105;1200552
Cugnasco;6516;0;Cugnasco-Gerra;TI;2714300;1114762
Cugy FR;1482;0;Cugy (FR);FR;2558364;1185003
Cugy VD;1053;0;Cugy (VD);VD;2538877;1159530
Cully;1096;0;Bourg-en-Lavaux;VD;2545544;1148848
Cumbel;7142;0;Lumnezia;GR;2734018;1176288
Cumpadials;7176;0;Sumvitg;GR;2713264;1175589
Cunter;7452;0;Cunter;GR;2765236;1164243
Curaglia;7184;0;Medel (Lucmagn);GR;2708657;1170132
Cureggia;6963;2;Lugano;TI;2719713;1097760
Cureglia;6944;0;Cureglia;TI;2716512;1099386
Curio;6986;3;Curio;TI;2710339;1095463
Curtilles;1521;0;Curtilles;VD;2554798;1172556
Curtina;6959;3;Lugano;TI;2722605;1104596
Céligny;1298;0;Céligny;GE;2502587;1133711
Céligny;1298;0;Céligny;GE;2504278;1133966
Dachsen;8447;0;Dachsen;ZH;2688665;1280011
Dagmersellen;6252;0;Dagmersellen;LU;2641795;1228934
Daillens;1306;0;Daillens;VD;2531843;1163637
Daillon;1976;2;Conthey;VS;2589473;1122893
Daiwil;6126;0;Willisau;LU;2643664;1216245
Dalin;7424;1;Cazis;GR;2750364;1177851
Dallenwil;6383;0;Dallenwil;NW;2672130;1197716
Dalpe;6774;0;Dalpe;TI;2702639;1147728
Damphreux;2933;2;Damphreux;JU;2574655;1258508
Damvant;2914;0;Haute-Ajoie;JU;2559098;1247002
Dangio;6717;0;Blenio;TI;2716277;1150362
Danis;7163;0;Breil/Brigels;GR;2723455;1179559
Dardagny;1283;1;Dardagny;GE;2488583;1116954
Dardin;7164;0;Breil/Brigels;GR;2722741;1179769
Davesco-Soragno;6964;0;Lugano;TI;2719362;1099362
Davos Clavadel;7272;0;Davos;GR;2781760;1182319
Davos Dorf;7260;0;Davos;GR;2783247;1187016
Davos Frauenkirch;7276;0;Davos;GR;2780094;1182161
Davos Glaris;7277;0;Davos;GR;2778689;1179721
Davos Monstein;7278;0;Davos;GR;2778549;1176028
Davos Platz;7270;0;Davos;GR;2781230;1185283
Davos Wiesen;7494;0;Davos;GR;2773957;1175252
Davos Wolfgang;7265;0;Davos;GR;2784295;1189600
Degen;7145;0;Lumnezia;GR;2732617;1174384
Degersheim;9113;0;Degersheim;SG;2732932;1247998
Deisswil b. Münchenbuchsee;3053;2;Deisswil bei Münchenbuchsee;BE;2601141;1209589
Deitingen;4543;0;Deitingen;SO;2614235;1229510
Delley;1567;0;Delley-Portalban;FR;2564115;1195890
Delémont;2800;0;Delémont;JU;2591968;1245908
Denens;1135;0;Denens;VD;2524657;1152439
Denezy;1410;3;Montanaire;VD;2550006;1174492
Denges;1026;2;Denges;VD;2530967;1152849
Densbüren;5026;0;Densbüren;AG;2646598;1256299
Derendingen;4552;0;Derendingen;SO;2611585;1227347
Detligen;3036;0;Radelfingen;BE;2587517;1205767
Dettighofen;8505;2;Pfyn;TG;2713870;1275087
Dettighofen (Lengwil);8574;4;Lengwil;TG;2732722;1275881
